"transaction_id","transaction_customer_id","demographics_customer_id","first_name","last_name","gender","DOB","job_title","job_industry_category","wealth_segment","tenure","address_customer_id","address","postcode","state","country","product_first_sold_date","product_id","online_order","order_status","brand","product_line","product_class","product_size","transaction_date","list_price","standard_cost"
"3418","1376","","","","","","","","","","1376","64201 Bonner Point","3169","Victoria","Australia","2016-11-22","24","Yes","Approved","Solex","Road","medium","large","2017-08-14","1777.8","820.78"
"3419","1007","","","","","","","","","","1007","2 Vermont Avenue","2066","New South Wales","Australia","1999-07-26","91","No","Approved","Solex","Standard","medium","medium","2017-10-17","100.35","75.26"
"3421","2553","","","","","","","","","","2553","463 Atwood Court","4160","Queensland","Australia","1993-05-26","0","Yes","Approved","WeareA2B","Standard","medium","medium","2017-03-17","60.34","45.26"
"3422","1074","","","","","","","","","","1074","4 Quincy Trail","2800","New South Wales","Australia","2006-11-10","82","Yes","Approved","Giant Bicycles","Road","medium","medium","2017-07-27","1538.99","829.65"
"3423","2155","","","","","","","","","","2155","5882 American Ash Point","3214","Victoria","Australia","2012-06-04","49","Yes","Approved","Trek Bicycles","Road","medium","medium","2017-07-28","533.51","400.13"
"3425","2100","","","","","","","","","","2100","88039 Melody Lane","3088","Victoria","Australia","2006-11-10","31","No","Approved","Giant Bicycles","Standard","medium","medium","2017-02-27","230.91","173.18"
"3429","1889","","","","","","","","","","1889","16984 Pankratz Park","2324","New South Wales","Australia","2010-08-20","68","No","Approved","OHM Cycles","Standard","medium","medium","2017-06-22","1636.9","44.71"
"3430","482","","","","","","","","","","482","40504 Tennyson Drive","2046","New South Wales","Australia","2004-01-16","98","Yes","Approved","Trek Bicycles","Standard","high","medium","2017-02-11","358.39","215.03"
"3435","197","","","","","","","","","","197","8890 Golden Leaf Street","2063","New South Wales","Australia","2001-11-25","58","Yes","Approved","OHM Cycles","Road","medium","medium","2017-12-03","1280.28","829.51"
"3443","1640","","","","","","","","","","1640","5 Moland Court","4551","Queensland","Australia","2011-05-07","0","Yes","Approved","WeareA2B","Standard","medium","medium","2017-01-27","60.34","45.26"
"3444","2624","","","","","","","","","","2624","8 Lake View Way","3977","Victoria","Australia","2004-07-25","72","No","Approved","Norco Bicycles","Standard","medium","medium","2017-12-03","360.4","270.3"
"3445","1412","","","","","","","","","","1412","46 Dovetail Avenue","2830","New South Wales","Australia","2005-05-10","86","Yes","Approved","OHM Cycles","Standard","medium","medium","2017-08-22","235.63","125.07"
"3458","1046","","","","","","","","","","1046","4408 Haas Way","2171","New South Wales","Australia","2004-08-17","12","Yes","Approved","WeareA2B","Standard","medium","medium","2017-01-24","1231.15","161.6"
"3461","2940","","","","","","","","","","2940","5748 Walton Court","4114","Queensland","Australia","2009-04-12","46","No","Approved","Solex","Standard","low","medium","2017-08-31","1289.85","74.51"
"3462","2188","","","","","","","","","","2188","67 Carioca Road","4211","Queensland","Australia","2004-12-18","84","Yes","Approved","Trek Bicycles","Road","medium","medium","2017-10-21","290.62","215.14"
"3466","1492","","","","","","","","","","1492","4861 School Park","2290","New South Wales","Australia","2003-02-16","27","Yes","Approved","Trek Bicycles","Standard","medium","medium","2017-06-03","499.53","388.72"
"3471","874","","","","","","","","","","874","2 School Street","2010","New South Wales","Australia","1996-11-09","15","Yes","Approved","Norco Bicycles","Standard","low","medium","2017-03-27","958.74","748.9"
"3472","412","","","","","","","","","","412","42 Upham Pass","4558","Queensland","Australia","2016-11-22","0","No","Approved","Norco Bicycles","Road","medium","medium","2017-12-03","543.39","407.54"
"3474","494","","","","","","","","","","494","431 Ilene Center","2026","New South Wales","Australia","2004-08-07","86","Yes","Cancelled","OHM Cycles","Standard","medium","medium","2017-04-04","235.63","125.07"
"3475","2073","","","","","","","","","","2073","9499 Alpine Drive","3175","Victoria","Australia","2006-11-10","82","Yes","Approved","Giant Bicycles","Road","medium","medium","2017-05-28","1538.99","829.65"
"3480","22","","","","","","","","","","","","","","","2002-03-22","32","No","Approved","Giant Bicycles","Standard","medium","medium","2017-09-18","642.7","211.37"
"3481","3173","","","","","","","","","","3173","8 Erie Center","3690","Victoria","Australia","2011-01-10","76","Yes","Approved","WeareA2B","Standard","low","medium","2017-07-07","642.31","513.85"
"3484","1054","","","","","","","","","","1054","10 Pennsylvania Hill","2118","New South Wales","Australia","1999-07-20","35","Yes","Approved","Trek Bicycles","Standard","low","medium","2017-09-27","1057.51","154.4"
"3485","962","","","","","","","","","","962","4 Kennedy Trail","3147","Victoria","Australia","1997-08-25","31","No","Approved","WeareA2B","Standard","medium","medium","2017-12-28","752.64","205.36"
"3487","3276","","","","","","","","","","3276","5 Coolidge Avenue","4750","Queensland","Australia","2011-04-16","28","No","Approved","Solex","Road","medium","small","2017-10-11","1703.52","1516.13"
"3488","384","","","","","","","","","","384","201 Randy Parkway","3033","Victoria","Australia","1991-11-10","30","Yes","Approved","Solex","Standard","high","medium","2017-10-06","748.17","448.9"
"3490","2577","","","","","","","","","","2577","80 Cambridge Plaza","2159","New South Wales","Australia","2015-08-10","80","Yes","Approved","OHM Cycles","Touring","low","medium","2017-02-04","1073.07","933.84"
"3493","2281","","","","","","","","","","2281","33550 Spohn Terrace","3630","Victoria","Australia","2005-05-10","0","No","Approved","OHM Cycles","Standard","medium","medium","2017-02-04","235.63","125.07"
"3496","3267","","","","","","","","","","3267","04449 Drewry Junction","2869","New South Wales","Australia","1996-11-09","34","Yes","Approved","WeareA2B","Standard","medium","medium","2017-09-08","1231.15","161.6"
"3500","1905","","","","","","","","","","1905","83975 Rowland Place","2166","New South Wales","Australia","2009-04-12","54","No","Approved","WeareA2B","Standard","medium","medium","2017-12-05","1292.84","13.44"
"3504","22","","","","","","","","","","","","","","","2011-03-16","38","Yes","Approved","Solex","Standard","medium","medium","2017-07-16","1577.53","826.51"
"3506","18","","","","","","","","","","18","092 2nd Alley","2135","New South Wales","Australia","1997-08-25","87","Yes","Approved","Giant Bicycles","Standard","high","medium","2017-07-15","1179.0","707.4"
"3509","2070","","","","","","","","","","2070","7949 Waywood Way","2318","New South Wales","Australia","1991-05-06","99","Yes","Approved","OHM Cycles","Standard","medium","medium","2017-09-09","1227.34","770.89"
"3511","1093","","","","","","","","","","1093","0 Nevada Pass","2216","New South Wales","Australia","1993-06-23","62","Yes","Approved","Solex","Standard","medium","medium","2017-08-13","478.16","298.72"
"3513","2280","","","","","","","","","","2280","054 Mesta Drive","3620","Victoria","Australia","1994-08-10","99","Yes","Approved","OHM Cycles","Standard","medium","medium","2017-05-15","1227.34","770.89"
"3516","1783","","","","","","","","","","1783","7389 Union Place","2745","New South Wales","Australia","2014-07-28","41","No","Approved","Solex","Road","medium","medium","2017-01-27","416.98","312.74"
"3519","1289","","","","","","","","","","1289","9821 Fair Oaks Trail","4306","Queensland","Australia","2004-01-16","90","No","Approved","Norco Bicycles","Standard","low","medium","2017-03-20","363.01","290.41"
"3520","1073","","","","","","","","","","1073","19386 Burrows Way","2229","New South Wales","Australia","1993-05-26","18","No","Approved","Solex","Standard","medium","medium","2017-12-13","575.27","431.45"
"3521","882","","","","","","","","","","882","65345 Marcy Crossing","2065","New South Wales","Australia","1997-01-25","78","Yes","Approved","Giant Bicycles","Standard","medium","large","2017-09-09","1765.3","709.48"
"3523","896","","","","","","","","","","896","7 Reindahl Center","2767","New South Wales","Australia","1993-05-26","26","No","Approved","WeareA2B","Standard","medium","medium","2017-07-12","1992.93","762.63"
"3526","2859","","","","","","","","","","2859","3519 Schurz Alley","4034","Queensland","Australia","1993-04-20","17","Yes","Approved","WeareA2B","Touring","medium","large","2017-06-22","1362.99","57.74"
"3527","3157","","","","","","","","","","3157","16 Hansons Hill","2454","New South Wales","Australia","1992-10-11","31","No","Approved","Giant Bicycles","Standard","medium","medium","2017-04-09","230.91","173.18"
"3530","2537","","","","","","","","","","2537","3144 Ruskin Trail","2046","New South Wales","Australia","2010-06-07","31","Yes","Approved","Giant Bicycles","Standard","medium","medium","2017-03-02","230.91","173.18"
"3535","685","","","","","","","","","","685","39035 Westerfield Plaza","2463","New South Wales","Australia","2012-09-15","3","Yes","Approved","Trek Bicycles","Standard","medium","large","2017-07-04","2091.47","388.92"
"3536","1691","","","","","","","","","","1691","091 Hoard Street","2229","New South Wales","Australia","2006-10-01","0","Yes","Approved","Solex","Standard","medium","medium","2017-12-28","441.49","84.99"
"3537","1746","","","","","","","","","","1746","6 Forest Dale Parkway","4017","Queensland","Australia","2016-11-14","35","Yes","Approved","Giant Bicycles","Standard","medium","medium","2017-05-17","1403.5","954.82"
"3542","514","","","","","","","","","","514","08501 Kropf Trail","3152","Victoria","Australia","2011-05-07","16","Yes","Approved","Norco Bicycles","Standard","high","small","2017-08-29","1661.92","1479.11"
"3545","745","","","","","","","","","","745","345 Dovetail Avenue","4305","Queensland","Australia","2010-06-07","32","No","Approved","Giant Bicycles","Standard","medium","medium","2017-07-05","642.7","211.37"
"3547","370","","","","","","","","","","370","06324 Michigan Trail","4570","Queensland","Australia","2015-08-02","78","No","Approved","Giant Bicycles","Standard","medium","large","2017-08-05","1765.3","709.48"
"3553","2190","","","","","","","","","","2190","4478 Banding Way","2830","New South Wales","Australia","1991-08-05","28","No","Approved","Norco Bicycles","Standard","medium","small","2017-11-19","1216.14","1082.36"
"3560","1449","","","","","","","","","","1449","5 Carioca Pass","2594","New South Wales","Australia","2006-11-10","0","Yes","Approved","Giant Bicycles","Standard","medium","medium","2017-04-08","230.91","173.18"
"3566","2150","","","","","","","","","","2150","59694 1st Crossing","4503","Queensland","Australia","2014-03-03","9","No","Approved","OHM Cycles","Road","medium","medium","2017-09-16","742.54","667.4"
"3567","1995","","","","","","","","","","1995","62965 Morningstar Junction","4109","Queensland","Australia","1998-12-17","56","Yes","Approved","OHM Cycles","Standard","medium","medium","2017-08-22","183.86","137.9"
"3570","2697","","","","","","","","","","2697","541 Southridge Trail","2067","New South Wales","Australia","2012-05-18","80","Yes","Approved","Trek Bicycles","Standard","medium","large","2017-11-27","1469.44","596.55"
"3573","1115","","","","","","","","","","1115","84 Porter Alley","2153","New South Wales","Australia","2007-12-11","93","No","Approved","OHM Cycles","Standard","high","medium","2017-06-03","1458.17","874.9"
"3582","3324","","","","","","","","","","3324","4 Mayfield Center","3155","Victoria","Australia","2009-04-12","47","Yes","Approved","Trek Bicycles","Road","low","small","2017-11-20","1720.7","1531.42"
"3583","1578","","","","","","","","","","1578","7317 Huxley Alley","2112","New South Wales","Australia","2012-12-02","35","Yes","Approved","Giant Bicycles","Standard","medium","medium","2017-11-03","1403.5","954.82"
"3591","2842","","","","","","","","","","2842","4589 Lien Terrace","2068","New South Wales","Australia","1998-12-16","88","No","Approved","Norco Bicycles","Standard","medium","medium","2017-03-12","1198.46","381.1"
"3597","451","","","","","","","","","","451","8385 Lien Drive","3192","Victoria","Australia","2013-09-16","79","Yes","Approved","Solex","Touring","medium","large","2017-03-21","2083.94","675.03"
"3600","3411","","","","","","","","","","3411","7181 Dakota Trail","3029","Victoria","Australia","2010-06-07","37","Yes","Approved","OHM Cycles","Standard","low","medium","2017-04-29","1793.43","248.82"
"3603","1133","","","","","","","","","","1133","7674 Roxbury Junction","4815","Queensland","Australia","2012-05-18","64","No","Approved","Trek Bicycles","Standard","medium","large","2017-10-16","1469.44","596.55"
"3604","650","","","","","","","","","","650","9892 Dennis Alley","2565","New South Wales","Australia","2005-05-10","76","Yes","Approved","WeareA2B","Standard","low","medium","2017-11-07","642.31","513.85"
"3607","1614","","","","","","","","","","1614","835 Thackeray Place","2261","New South Wales","Australia","2009-03-08","0","Yes","Approved","OHM Cycles","Road","high","large","2017-07-22","12.01","7.21"
"3608","1844","","","","","","","","","","1844","327 Monument Street","3201","Victoria","Australia","1995-10-24","71","No","Cancelled","Solex","Standard","high","large","2017-06-23","1842.92","1105.75"
"3610","758","","","","","","","","","","758","9 Melby Park","2197","New South Wales","Australia","1997-08-25","0","No","Approved","Trek Bicycles","Road","medium","medium","2017-12-03","290.62","215.14"
"3613","562","","","","","","","","","","562","311 Chive Way","4680","Queensland","Australia","2002-03-22","32","No","Approved","Giant Bicycles","Standard","medium","medium","2017-11-24","642.7","211.37"
"3615","1223","","","","","","","","","","1223","54 Harbort Road","2480","New South Wales","Australia","2005-08-09","2","No","Approved","Solex","Standard","medium","medium","2017-11-26","71.49","53.62"
"3622","49","","","","","","","","","","49","3107 Calypso Terrace","2210","New South Wales","Australia","2014-07-28","48","Yes","Approved","WeareA2B","Standard","medium","medium","2017-08-08","1762.96","950.52"
"3624","1074","","","","","","","","","","1074","4 Quincy Trail","2800","New South Wales","Australia","2004-01-16","0","No","Approved","Trek Bicycles","Standard","high","medium","2017-02-07","358.39","215.03"
"3626","887","","","","","","","","","","887","707 Spaight Place","2830","New South Wales","Australia","1994-08-10","30","No","Approved","OHM Cycles","Standard","medium","medium","2017-11-21","1227.34","770.89"
"3629","514","","","","","","","","","","514","08501 Kropf Trail","3152","Victoria","Australia","2014-07-28","42","No","Approved","OHM Cycles","Road","medium","small","2017-07-30","1810.0","1610.9"
"3631","773","","","","","","","","","","773","88 Bay Drive","4305","Queensland","Australia","2005-12-07","10","No","Approved","WeareA2B","Touring","medium","medium","2017-08-23","1466.68","363.25"
"3636","3186","","","","","","","","","","3186","6 Michigan Park","3173","Victoria","Australia","2010-06-07","37","Yes","Approved","OHM Cycles","Standard","low","medium","2017-02-10","1793.43","248.82"
